TimeStamp,,,,TimeStamp,,Specification,Values_N,Unit,,TimeStamp_N
14:21:26.077 -> Flow rate: 66.67 L/m,,,,21:26.1,->,Flow rate:,66.67,L/m,,02:00.7
14:21:26.172 -> Flow rate: 58.33 L/m,,,,21:26.2,->,Flow rate:,58.33,L/m,,02:00.8
14:21:26.266 -> Flow rate: 66.67 L/m,,,,21:26.3,->,Flow rate:,66.67,L/m,,02:00.9
14:21:26.375 -> Flow rate: 58.33 L/m,,,,21:26.4,->,Flow rate:,58.33,L/m,,02:01.0
14:21:26.472 -> Flow rate: 58.33 L/m,,,,21:26.5,->,Flow rate:,58.33,L/m,,02:01.1
14:21:26.566 -> Flow rate: 66.67 L/m,,,,21:26.6,->,Flow rate:,66.67,L/m,,02:01.2
14:21:26.661 -> Flow rate: 66.67 L/m,,,,21:26.7,->,Flow rate:,66.67,L/m,,02:01.3
14:21:26.758 -> Flow rate: 58.33 L/m,,,,21:26.8,->,Flow rate:,58.33,L/m,,02:01.4
14:21:26.900 -> Flow rate: 66.67 L/m,,,,21:26.9,->,Flow rate:,66.67,L/m,,02:01.5
14:21:26.980 -> Flow rate: 58.33 L/m,,,,21:27.0,->,Flow rate:,58.33,L/m,,02:01.6
14:21:27.075 -> Flow rate: 58.33 L/m,,,,21:27.1,->,Flow rate:,58.33,L/m,,02:01.7
14:21:27.170 -> Flow rate: 66.67 L/m,,,,21:27.2,->,Flow rate:,66.67,L/m,,02:01.8
14:21:27.265 -> Flow rate: 58.33 L/m,,,,21:27.3,->,Flow rate:,58.33,L/m,,02:01.9
14:21:27.359 -> Flow rate: 66.67 L/m,,,,21:27.4,->,Flow rate:,66.67,L/m,,02:02.0
14:21:27.454 -> Flow rate: 66.67 L/m,,,,21:27.5,->,Flow rate:,66.67,L/m,,02:02.1
14:21:27.564 -> Flow rate: 66.67 L/m,,,,21:27.6,->,Flow rate:,66.67,L/m,,02:02.2
14:21:27.691 -> Flow rate: 58.33 L/m,,,,21:27.7,->,Flow rate:,58.33,L/m,,02:02.3
14:21:27.786 -> Flow rate: 75.00 L/m,,,,21:27.8,->,Flow rate:,75,L/m,,02:02.4
14:21:27.881 -> Flow rate: 66.67 L/m,,,,21:27.9,->,Flow rate:,66.67,L/m,,02:02.5
14:21:27.975 -> Flow rate: 66.67 L/m,,,,21:28.0,->,Flow rate:,66.67,L/m,,02:02.6
14:21:28.071 -> Flow rate: 66.67 L/m,,,,21:28.1,->,Flow rate:,66.67,L/m,,02:02.7
14:21:28.165 -> Flow rate: 66.67 L/m,,,,21:28.2,->,Flow rate:,66.67,L/m,,02:02.8
14:21:28.261 -> Flow rate: 66.67 L/m,,,,21:28.3,->,Flow rate:,66.67,L/m,,02:02.9
14:21:28.370 -> Flow rate: 66.67 L/m,,,,21:28.4,->,Flow rate:,66.67,L/m,,02:03.0
14:21:28.466 -> Flow rate: 66.67 L/m,,,,21:28.5,->,Flow rate:,66.67,L/m,,02:03.1
14:21:28.561 -> Flow rate: 66.67 L/m,,,,21:28.6,->,Flow rate:,66.67,L/m,,02:03.2
14:21:28.655 -> Flow rate: 66.67 L/m,,,,21:28.7,->,Flow rate:,66.67,L/m,,02:03.3
14:21:28.782 -> Flow rate: 66.67 L/m,,,,21:28.8,->,Flow rate:,66.67,L/m,,02:03.4
14:21:28.877 -> Flow rate: 58.33 L/m,,,,21:28.9,->,Flow rate:,58.33,L/m,,02:03.5
14:21:28.972 -> Flow rate: 66.67 L/m,,,,21:29.0,->,Flow rate:,66.67,L/m,,02:03.6
14:21:29.067 -> Flow rate: 66.67 L/m,,,,21:29.1,->,Flow rate:,66.67,L/m,,02:03.7
14:21:29.161 -> Flow rate: 58.33 L/m,,,,21:29.2,->,Flow rate:,58.33,L/m,,02:03.8
14:21:29.257 -> Flow rate: 66.67 L/m,,,,21:29.3,->,Flow rate:,66.67,L/m,,02:03.9
14:21:29.352 -> Flow rate: 66.67 L/m,,,,21:29.4,->,Flow rate:,66.67,L/m,,02:04.0
14:21:29.465 -> Flow rate: 66.67 L/m,,,,21:29.5,->,Flow rate:,66.67,L/m,,02:04.1
14:21:29.558 -> Flow rate: 66.67 L/m,,,,21:29.6,->,Flow rate:,66.67,L/m,,02:04.2
14:21:29.702 -> Flow rate: 66.67 L/m,,,,21:29.7,->,Flow rate:,66.67,L/m,,02:04.3
14:21:29.764 -> Flow rate: 66.67 L/m,,,,21:29.8,->,Flow rate:,66.67,L/m,,02:04.4
14:21:29.859 -> Flow rate: 41.67 L/m,,,,21:29.9,->,Flow rate:,41.67,L/m,,02:04.5
14:21:29.953 -> Flow rate: 25.00 L/m,,,,21:30.0,->,Flow rate:,25,L/m,,02:04.6
14:21:30.095 -> Flow rate: 25.00 L/m,,,,21:30.1,->,Flow rate:,25,L/m,,02:04.7
14:21:30.189 -> Flow rate: 8.33 L/m,,,,21:30.2,->,Flow rate:,8.33,L/m,,02:04.8
14:21:30.285 -> Flow rate: 8.33 L/m,,,,21:30.3,->,Flow rate:,8.33,L/m,,02:04.9
14:21:30.380 -> Flow rate: 8.33 L/m,,,,21:30.4,->,Flow rate:,8.33,L/m,,02:05.0
14:21:30.474 -> Flow rate: 0.00 L/m,,,,21:30.5,->,Flow rate:,0,L/m,,02:05.1
14:21:30.569 -> Flow rate: 8.33 L/m,,,,21:30.6,->,Flow rate:,8.33,L/m,,02:05.2
14:21:30.663 -> Flow rate: 0.00 L/m,,,,21:30.7,->,Flow rate:,0,L/m,,02:05.3
14:21:30.758 -> Flow rate: 0.00 L/m,,,,21:30.8,->,Flow rate:,0,L/m,,02:05.4
14:21:30.852 -> Flow rate: 8.33 L/m,,,,21:30.9,->,Flow rate:,8.33,L/m,,02:05.5
14:21:30.994 -> Flow rate: 0.00 L/m,,,,21:31.0,->,Flow rate:,0,L/m,,02:05.6
14:21:31.088 -> Flow rate: 0.00 L/m,,,,21:31.1,->,Flow rate:,0,L/m,,02:05.7
14:21:31.187 -> Flow rate: 0.00 L/m,,,,21:31.2,->,Flow rate:,0,L/m,,02:05.8
14:21:31.279 -> Flow rate: 0.00 L/m,,,,21:31.3,->,Flow rate:,0,L/m,,02:05.9
14:21:31.374 -> Flow rate: 0.00 L/m,,,,21:31.4,->,Flow rate:,0,L/m,,02:06.0
14:21:31.468 -> Flow rate: 0.00 L/m,,,,21:31.5,->,Flow rate:,0,L/m,,02:06.1
14:21:31.563 -> Flow rate: 0.00 L/m,,,,21:31.6,->,Flow rate:,0,L/m,,02:06.2
14:21:31.657 -> Flow rate: 0.00 L/m,,,,21:31.7,->,Flow rate:,0,L/m,,02:06.3
14:21:31.800 -> Flow rate: 0.00 L/m,,,,21:31.8,->,Flow rate:,0,L/m,,02:06.4
14:21:31.895 -> Flow rate: 8.33 L/m,,,,21:31.9,->,Flow rate:,8.33,L/m,,02:06.5
14:21:31.992 -> Flow rate: 0.00 L/m,,,,21:32.0,->,Flow rate:,0,L/m,,02:06.6
,,,,,,,,,,02:06.7
,,,,,,,,,,02:06.8
,,,,,,,,,,02:06.9
,,,,,,,,,,02:07.0
,,,,,,,,,,02:07.1
,,,,,,,,,,02:07.2
,,,,,,,,,,02:07.3
,,,,,,,,,,02:07.4
,,,,,,,,,,02:07.5
,,,,,,,,,,02:07.6
,,,,,,,,,,02:07.7
,,,,,,,,,,02:07.8
,,,,,,,,,,02:07.9
,,,,,,,,,,02:08.0
,,,,,,,,,,02:08.1
,,,,,,,,,,02:08.2
,,,,,,,,,,02:08.3
,,,,,,,,,,02:08.4
,,,,,,,,,,02:08.5
,,,,,,,,,,02:08.6
,,,,,,,,,,02:08.7
,,,,,,,,,,02:08.8
,,,,,,,,,,02:08.9
,,,,,,,,,,02:09.0
,,,,,,,,,,02:09.1
,,,,,,,,,,02:09.2
,,,,,,,,,,02:09.3
,,,,,,,,,,02:09.4
,,,,,,,,,,02:09.5
,,,,,,,,,,02:09.6
,,,,,->,,,,,02:09.7
,,,,,,,,,,02:09.8
,,,,,,,,,,02:09.9
,,,,,,,,,,02:10.0
,,,,,,,,,,02:10.1
,,,,,,,,,,02:10.2
,,,,,,,,,,02:10.3
,,,,,,,,,,02:10.4
,,,,,,,,,,02:10.5
,,,,,,,,,,02:10.6
,,,,,,,,,,02:10.7
,,,,,,,,,,02:10.8
,,,,,,,,,,02:10.9
,,,,,,,,,,02:11.0
,,,,,,,,,,02:11.1
,,,,,,,,,,02:11.2
,,,,,,,,,,02:11.3
,,,,,,,,,,02:11.4
,,,,,,,,,,02:11.5
,,,,,,,,,,02:11.6
,,,,,,,,,,02:11.7
,,,,,,,,,,02:11.8
,,,,,,,,,,02:11.9
,,,,,,,,,,02:12.0
,,,,,,,,,,02:12.1
,,,,,,,,,,02:12.2
,,,,,,,,,,02:12.3
,,,,,,,,,,02:12.4
,,,,,,,,,,02:12.5
,,,,,,,,,,02:12.6
,,,,,,,,,,02:12.7
,,,,,,,,,,02:12.8
,,,,,,,,,,02:12.9
,,,,,,,,,,02:13.0
,,,,,,,,,,02:13.1
,,,,,,,,,,02:13.2
,,,,,,,,,,02:13.3
,,,,,,,,,,02:13.4
,,,,,,,,,,02:13.5
,,,,,,,,,,02:13.6
,,,,,,,,,,02:13.7
,,,,,,,,,,02:13.8
,,,,,,,,,,02:13.9
,,,,,,,,,,02:14.0
,,,,,,,,,,02:14.1
,,,,,,,,,,02:14.2
,,,,,,,,,,02:14.3
,,,,,,,,,,02:14.4
,,,,,,,,,,02:14.5
,,,,,,,,,,02:14.6
,,,,,,,,,,02:14.7
,,,,,,,,,,02:14.8
,,,,,,,,,,02:14.9
,,,,,,,,,,02:15.0
,,,,,,,,,,02:15.1
,,,,,,,,,,02:15.2
,,,,,,,,,,02:15.3
,,,,,,,,,,02:15.4
,,,,,,,,,,02:15.5
,,,,,,,,,,02:15.6
,,,,,,,,,,02:15.7
,,,,,,,,,,02:15.8
,,,,,,,,,,02:15.9
,,,,,,,,,,02:16.0
,,,,,,,,,,02:16.1
,,,,,,,,,,02:16.2
,,,,,,,,,,02:16.3
,,,,,,,,,,02:16.4
,,,,,,,,,,02:16.5
,,,,,,,,,,02:16.6
,,,,,,,,,,02:16.7
,,,,,,,,,,02:16.8
,,,,,,,,,,02:16.9
,,,,,,,,,,02:17.0
,,,,,,,,,,02:17.1
,,,,,,,,,,02:17.2
,,,,,,,,,,02:17.3
,,,,,,,,,,02:17.4
,,,,,,,,,,02:17.5
,,,,,,,,,,02:17.6
,,,,,,,,,,02:17.7
,,,,,,,,,,02:17.8
,,,,,,,,,,02:17.9
,,,,,,,,,,02:18.0
,,,,,,,,,,02:18.1
,,,,,,,,,,02:18.2
,,,,,,,,,,02:18.3
,,,,,,,,,,02:18.4
,,,,,,,,,,02:18.5
,,,,,,,,,,02:18.6
,,,,,,,,,,02:18.7
,,,,,,,,,,02:18.8
,,,,,,,,,,02:18.9
,,,,,,,,,,02:19.0
,,,,,,,,,,02:19.1
,,,,,,,,,,02:19.2
,,,,,,,,,,02:19.3
,,,,,,,,,,02:19.4
,,,,,,,,,,02:19.5
,,,,,,,,,,02:19.6
,,,,,,,,,,02:19.7
,,,,,,,,,,02:19.8
,,,,,,,,,,02:19.9
,,,,,,,,,,02:20.0
,,,,,,,,,,02:20.1
,,,,,,,,,,02:20.2
,,,,,,,,,,02:20.3
,,,,,,,,,,02:20.4
,,,,,,,,,,02:20.5
,,,,,,,,,,02:20.6
,,,,,,,,,,02:20.7
,,,,,,,,,,02:20.8
,,,,,,,,,,02:20.9
,,,,,,,,,,02:21.0
,,,,,,,,,,02:21.1
,,,,,,,,,,02:21.2
,,,,,,,,,,02:21.3
,,,,,,,,,,02:21.4
,,,,,,,,,,02:21.5
,,,,,,,,,,02:21.6
,,,,,,,,,,02:21.7
,,,,,,,,,,02:21.8
,,,,,,,,,,02:21.9
,,,,,,,,,,02:22.0
,,,,,,,,,,02:22.1
,,,,,,,,,,02:22.2
,,,,,,,,,,02:22.3
,,,,,,,,,,02:22.4
,,,,,,,,,,02:22.5
,,,,,,,,,,02:22.6
,,,,,,,,,,02:22.7
,,,,,,,,,,02:22.8
,,,,,,,,,,02:22.9
,,,,,,,,,,02:23.0
,,,,,,,,,,02:23.1
,,,,,,,,,,02:23.2
,,,,,,,,,,02:23.3
,,,,,,,,,,02:23.4
,,,,,,,,,,02:23.5
,,,,,,,,,,02:23.6
,,,,,,,,,,02:23.7
,,,,,,,,,,02:23.8
,,,,,,,,,,02:23.9
,,,,,,,,,,02:24.0
,,,,,,,,,,02:24.1
,,,,,,,,,,02:24.2
,,,,,,,,,,02:24.3
,,,,,,,,,,02:24.4
,,,,,,,,,,02:24.5
,,,,,,,,,,02:24.6
,,,,,,,,,,02:24.7
,,,,,,,,,,02:24.8
,,,,,,,,,,02:24.9
,,,,,,,,,,02:25.0
,,,,,,,,,,02:25.1
,,,,,,,,,,02:25.2
,,,,,,,,,,02:25.3
,,,,,,,,,,02:25.4
,,,,,,,,,,02:25.5
,,,,,,,,,,02:25.6
,,,,,,,,,,02:25.7
,,,,,,,,,,02:25.8
,,,,,,,,,,02:25.9
,,,,,,,,,,02:26.0
,,,,,,,,,,02:26.1
,,,,,,,,,,02:26.2
,,,,,,,,,,02:26.3
,,,,,,,,,,02:26.4
,,,,,,,,,,02:26.5
,,,,,,,,,,02:26.6
,,,,,,,,,,02:26.7
,,,,,,,,,,02:26.8
,,,,,,,,,,02:26.9
,,,,,,,,,,02:27.0
,,,,,,,,,,02:27.1
,,,,,,,,,,02:27.2
,,,,,,,,,,02:27.3
,,,,,,,,,,02:27.4
