TimeStamp,Unit,,,TimeStamp,,Values_N,,TimeStamp,TimeStamp_N
14:21:23.565 -> 78.2,kPa,,,21:23.6,->,78.2,,,02:02.4
14:21:23.661 -> 76.2,kPa,,,21:23.7,->,76.2,,,02:02.5
14:21:23.771 -> 76.2,kPa,,,21:23.8,->,76.2,,,02:02.6
14:21:23.882 -> 78.2,kPa,,,21:23.9,->,78.2,,,02:02.7
14:21:23.962 -> 80.1,kPa,,,21:24.0,->,80.1,,,02:02.8
14:21:24.104 -> 84.0,kPa,,,21:24.1,->,84,,,02:02.9
14:21:24.183 -> 84.0,kPa,,,21:24.2,->,84,,,02:03.0
14:21:24.278 -> 86.0,kPa,,,21:24.3,->,86,,,02:03.1
14:21:24.374 -> 91.8,kPa,,,21:24.4,->,91.8,,,02:03.2
14:21:24.469 -> 97.7,kPa,,,21:24.5,->,97.7,,,02:03.3
14:21:24.564 -> 99.6,kPa,,,21:24.6,->,99.6,,,02:03.4
14:21:24.706 -> 99.6,kPa,,,21:24.7,->,99.6,,,02:03.5
14:21:24.802 -> 99.6,kPa,,,21:24.8,->,99.6,,,02:03.6
14:21:24.898 -> 97.7,kPa,,,21:24.9,->,97.7,,,02:03.7
14:21:24.987 -> 99.6,kPa,,,21:25.0,->,99.6,,,02:03.8
14:21:25.073 -> 99.6,kPa,,,21:25.1,->,99.6,,,02:03.9
14:21:25.169 -> 99.6,kPa,,,21:25.2,->,99.6,,,02:04.0
14:21:25.264 -> 95.7,kPa,,,21:25.3,->,95.7,,,02:04.1
14:21:25.392 -> 91.8,kPa,,,21:25.4,->,91.8,,,02:04.2
14:21:25.473 -> 89.9,kPa,,,21:25.5,->,89.9,,,02:04.3
14:21:25.613 -> 89.9,kPa,,,21:25.6,->,89.9,,,02:04.4
14:21:25.693 -> 91.8,kPa,,,21:25.7,->,91.8,,,02:04.5
14:21:25.787 -> 93.8,kPa,,,21:25.8,->,93.8,,,02:04.6
14:21:25.882 -> 89.9,kPa,,,21:25.9,->,89.9,,,02:04.7
14:21:25.979 -> 89.9,kPa,,,21:26.0,->,89.9,,,02:04.8
14:21:26.075 -> 86.0,kPa,,,21:26.1,->,86,,,02:04.9
14:21:26.170 -> 80.1,kPa,,,21:26.2,->,80.1,,,02:05.0
14:21:26.328 -> 78.2,kPa,,,21:26.3,->,78.2,,,02:05.1
14:21:26.375 -> 80.1,kPa,,,21:26.4,->,80.1,,,02:05.2
14:21:26.503 -> 87.9,kPa,,,21:26.5,->,87.9,,,02:05.3
14:21:26.597 -> 87.9,kPa,,,21:26.6,->,87.9,,,02:05.4
14:21:26.693 -> 84.0,kPa,,,21:26.7,->,84,,,02:05.5
14:21:26.789 -> 82.1,kPa,,,21:26.8,->,82.1,,,02:05.6
14:21:26.917 -> 80.1,kPa,,,21:26.9,->,80.1,,,02:05.7
14:21:27.026 -> 76.2,kPa,,,21:27.0,->,76.2,,,02:05.8
14:21:27.075 -> 80.1,kPa,,,21:27.1,->,80.1,,,02:05.9
14:21:27.218 -> 84.0,kPa,,,21:27.2,->,84,,,02:06.0
14:21:27.312 -> 91.8,kPa,,,21:27.3,->,91.8,,,02:06.1
14:21:27.407 -> 89.9,kPa,,,21:27.4,->,89.9,,,02:06.2
14:21:27.496 -> 91.8,kPa,,,21:27.5,->,91.8,,,02:06.3
14:21:27.580 -> 91.8,kPa,,,21:27.6,->,91.8,,,02:06.4
14:21:27.723 -> 93.8,kPa,,,21:27.7,->,93.8,,,02:06.5
14:21:27.817 -> 95.7,kPa,,,21:27.8,->,95.7,,,02:06.6
14:21:27.897 -> 95.7,kPa,,,21:27.9,->,95.7,,,02:06.7
14:21:27.992 -> 97.7,kPa,,,21:28.0,->,97.7,,,02:06.8
14:21:28.087 -> 97.7,kPa,,,21:28.1,->,97.7,,,02:06.9
14:21:28.181 -> 97.7,kPa,,,21:28.2,->,97.7,,,02:07.0
14:21:28.324 -> 99.6,kPa,,,21:28.3,->,99.6,,,02:07.1
14:21:28.419 -> 95.7,kPa,,,21:28.4,->,95.7,,,02:07.2
14:21:28.513 -> 97.7,kPa,,,21:28.5,->,97.7,,,02:07.3
14:21:28.608 -> 93.8,kPa,,,21:28.6,->,93.8,,,02:07.4
14:21:28.687 -> 91.8,kPa,,,21:28.7,->,91.8,,,02:07.5
14:21:28.830 -> 89.9,kPa,,,21:28.8,->,89.9,,,02:07.6
14:21:28.925 -> 89.9,kPa,,,21:28.9,->,89.9,,,02:07.7
14:21:29.019 -> 89.9,kPa,,,21:29.0,->,89.9,,,02:07.8
14:21:29.114 -> 91.8,kPa,,,21:29.1,->,91.8,,,02:07.9
14:21:29.209 -> 91.8,kPa,,,21:29.2,->,91.8,,,02:08.0
14:21:29.305 -> 93.8,kPa,,,21:29.3,->,93.8,,,02:08.1
14:21:29.400 -> 95.7,kPa,,,21:29.4,->,95.7,,,02:08.2
14:21:29.511 -> 95.7,kPa,,,21:29.5,->,95.7,,,02:08.3
14:21:29.590 -> 95.7,kPa,,,21:29.6,->,95.7,,,02:08.4
14:21:29.732 -> 95.7,kPa,,,21:29.7,->,95.7,,,02:08.5
14:21:29.827 -> 29.3,kPa,,,21:29.8,->,29.3,,,02:08.6
14:21:29.922 -> 0.0,kPa,,,21:29.9,->,0,,,02:08.7
14:21:30.016 -> 0.0,kPa,,,21:30.0,->,0,,,02:08.8
14:21:30.111 -> 0.0,kPa,,,21:30.1,->,0,,,02:08.9
14:21:30.205 -> 0.0,kPa,,,21:30.2,->,0,,,02:09.0
14:21:30.324 -> 0.0,kPa,,,21:30.3,->,0,,,02:09.1
14:21:30.411 -> 0.0,kPa,,,21:30.4,->,0,,,02:09.2
14:21:32.210 -> -1.9,kPa,,,21:32.2,->,-1.9,,,02:09.3
14:21:32.352 -> -1.9,kPa,,,21:32.4,->,-1.9,,,02:09.4
14:21:32.447 -> 0.0,kPa,,,21:32.4,->,0,,,02:09.5
14:21:32.540 -> 0.0,kPa,,,21:32.5,->,0,,,02:09.6
14:21:32.635 -> 0.0,kPa,,,21:32.6,->,0,,,02:09.7
14:21:32.730 -> 0.0,kPa,,,21:32.7,->,0,,,02:09.8
14:21:34.417 -> 2.0,kPa,,,21:34.4,->,2,,,02:09.9
14:21:34.558 -> 0.0,kPa,,,21:34.6,->,0,,,02:10.0
,,,,,,,,,02:10.1
,,,,,,,,,02:10.2
,,,,,,,,,02:10.3
,,,,,,,,,02:10.4
,,,,,,,,,02:10.5
,,,,,,,,,02:10.6
,,,,,,,,,02:10.7
,,,,,,,,,02:10.8
,,,,,,,,,02:10.9
,,,,,,,,,02:11.0
,,,,,,,,,02:11.1
,,,,,,,,,02:11.2
,,,,,,,,,02:11.3
,,,,,,,,,02:11.4
,,,,,,,,,02:11.5
,,,,,,,,,02:11.6
,,,,,,,,,02:11.7
,,,,,,,,,02:11.8
,,,,,,,,,02:11.9
,,,,,,,,,02:12.0
,,,,,,,,,02:12.1
,,,,,,,,,02:12.2
,,,,,,,,,02:12.3
,,,,,,,,,02:12.4
,,,,,,,,,02:12.5
,,,,,,,,,02:12.6
,,,,,,,,,02:12.7
,,,,,,,,,02:12.8
,,,,,,,,,02:12.9
,,,,,,,,,02:13.0
,,,,,,,,,02:13.1
,,,,,,,,,02:13.2
,,,,,,,,,02:13.3
,,,,,,,,,02:13.4
,,,,,,,,,02:13.5
,,,,,,,,,02:13.6
,,,,,,,,,02:13.7
,,,,,,,,,02:13.8
,,,,,,,,,02:13.9
,,,,,,,,,02:14.0
,,,,,,,,,02:14.1
,,,,,,,,,02:14.2
,,,,,,,,,02:14.3
,,,,,,,,,02:14.4
,,,,,,,,,02:14.5
,,,,,,,,,02:14.6
,,,,,,,,,02:14.7
,,,,,,,,,02:14.8
,,,,,,,,,02:14.9
,,,,,,,,,02:15.0
,,,,,,,,,02:15.1
,,,,,,,,,02:15.2
,,,,,,,,,02:15.3
,,,,,,,,,02:15.4
,,,,,,,,,02:15.5
,,,,,,,,,02:15.6
,,,,,,,,,02:15.7
,,,,,,,,,02:15.8
,,,,,,,,,02:15.9
,,,,,,,,,02:16.0
,,,,,,,,,02:16.1
,,,,,,,,,02:16.2
,,,,,,,,,02:16.3
,,,,,,,,,02:16.4
,,,,,,,,,02:16.5
,,,,,,,,,02:16.6
,,,,,,,,,02:16.7
,,,,,,,,,02:16.8
,,,,,,,,,02:16.9
,,,,,,,,,02:17.0
,,,,,,,,,02:17.1
,,,,,,,,,02:17.2
,,,,,,,,,02:17.3
,,,,,,,,,02:17.4
,,,,,,,,,02:17.5
,,,,,,,,,02:17.6
,,,,,,,,,02:17.7
,,,,,,,,,02:17.8
,,,,,,,,,02:17.9
,,,,,,,,,02:18.0
,,,,,,,,,02:18.1
,,,,,,,,,02:18.2
,,,,,,,,,02:18.3
,,,,,,,,,02:18.4
,,,,,,,,,02:18.5
,,,,,,,,,02:18.6
,,,,,,,,,02:18.7
,,,,,,,,,02:18.8
,,,,,,,,,02:18.9
,,,,,,,,,02:19.0
,,,,,,,,,02:19.1
,,,,,,,,,02:19.2
,,,,,,,,,02:19.3
,,,,,,,,,02:19.4
,,,,,,,,,02:19.5
,,,,,,,,,02:19.6
,,,,,,,,,02:19.7
,,,,,,,,,02:19.8
,,,,,,,,,02:19.9
,,,,,,,,,02:20.0
,,,,,,,,,02:20.1
,,,,,,,,,02:20.2
,,,,,,,,,02:20.3
,,,,,,,,,02:20.4
,,,,,,,,,02:20.5
,,,,,,,,,02:20.6
,,,,,,,,,02:20.7
,,,,,,,,,02:20.8
,,,,,,,,,02:20.9
,,,,,,,,,02:21.0
,,,,,,,,,02:21.1
,,,,,,,,,02:21.2
,,,,,,,,,02:21.3
,,,,,,,,,02:21.4
,,,,,,,,,02:21.5
,,,,,,,,,02:21.6
,,,,,,,,,02:21.7
,,,,,,,,,02:21.8
,,,,,,,,,02:21.9
,,,,,,,,,02:22.0
,,,,,,,,,02:22.1
,,,,,,,,,02:22.2
,,,,,,,,,02:22.3
,,,,,,,,,02:22.4
,,,,,,,,,02:22.5
,,,,,,,,,02:22.6
,,,,,,,,,02:22.7
,,,,,,,,,02:22.8
,,,,,,,,,02:22.9
,,,,,,,,,02:23.0
,,,,,,,,,02:23.1
,,,,,,,,,02:23.2
,,,,,,,,,02:23.3
,,,,,,,,,02:23.4
,,,,,,,,,02:23.5
,,,,,,,,,02:23.6
,,,,,,,,,02:23.7
,,,,,,,,,02:23.8
,,,,,,,,,02:23.9
,,,,,,,,,02:24.0
,,,,,,,,,02:24.1
,,,,,,,,,02:24.2
,,,,,,,,,02:24.3
,,,,,,,,,02:24.4
,,,,,,,,,02:24.5
,,,,,,,,,02:24.6
,,,,,,,,,02:24.7
,,,,,,,,,02:24.8
,,,,,,,,,02:24.9
,,,,,,,,,02:25.0
,,,,,,,,,02:25.1
,,,,,,,,,02:25.2
,,,,,,,,,02:25.3
,,,,,,,,,02:25.4
,,,,,,,,,02:25.5
,,,,,,,,,02:25.6
,,,,,,,,,02:25.7
,,,,,,,,,02:25.8
,,,,,,,,,02:25.9
,,,,,,,,,02:26.0
,,,,,,,,,02:26.1
,,,,,,,,,02:26.2
,,,,,,,,,02:26.3
,,,,,,,,,02:26.4
,,,,,,,,,02:26.5
,,,,,,,,,02:26.6
,,,,,,,,,02:26.7
,,,,,,,,,02:26.8
,,,,,,,,,02:26.9
,,,,,,,,,02:27.0
,,,,,,,,,02:27.1
,,,,,,,,,02:27.2
,,,,,,,,,02:27.3
,,,,,,,,,02:27.4
